date,year,year_month,era,category,category_disruption_score,import_dependency_pct
2016-09-01,2016,2016-09,Pre-COVID,Energy & Fuels,23.16,71.0
2016-10-01,2016,2016-10,Pre-COVID,Food & Drink,61.17,82.0
2016-10-01,2016,2016-10,Pre-COVID,Clothing,68.9,91.0
2016-10-01,2016,2016-10,Pre-COVID,Machinery & Industrial,13.64,78.0
2016-10-01,2016,2016-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-10-01,2016,2016-10,Pre-COVID,Energy & Fuels,23.29,71.0
2016-10-01,2016,2016-10,Pre-COVID,Food & Drink,24.27,82.0
2016-10-01,2016,2016-10,Pre-COVID,Clothing,27.95,91.0
2016-10-01,2016,2016-10,Pre-COVID,Machinery & Industrial,13.64,78.0
2016-10-01,2016,2016-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-10-01,2016,2016-10,Pre-COVID,Energy & Fuels,23.29,71.0
2016-11-01,2016,2016-11,Pre-COVID,Food & Drink,26.03,82.0
2016-11-01,2016,2016-11,Pre-COVID,Clothing,23.29,91.0
2016-11-01,2016,2016-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2016-11-01,2016,2016-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-11-01,2016,2016-11,Pre-COVID,Energy & Fuels,21.99,71.0
2016-11-01,2016,2016-11,Pre-COVID,Food & Drink,62.93,82.0
2016-11-01,2016,2016-11,Pre-COVID,Clothing,64.24,91.0
2016-11-01,2016,2016-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2016-11-01,2016,2016-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-11-01,2016,2016-11,Pre-COVID,Energy & Fuels,21.99,71.0
2016-12-01,2016,2016-12,Pre-COVID,Food & Drink,20.58,82.0
2016-12-01,2016,2016-12,Pre-COVID,Clothing,22.83,91.0
2016-12-01,2016,2016-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2016-12-01,2016,2016-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-12-01,2016,2016-12,Pre-COVID,Energy & Fuels,23.84,71.0
2016-12-01,2016,2016-12,Pre-COVID,Food & Drink,57.48,82.0
2016-12-01,2016,2016-12,Pre-COVID,Clothing,63.78,91.0
2016-12-01,2016,2016-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2016-12-01,2016,2016-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2016-12-01,2016,2016-12,Pre-COVID,Energy & Fuels,23.84,71.0
2017-01-01,2017,2017-01,Pre-COVID,Food & Drink,27.65,82.0
2017-01-01,2017,2017-01,Pre-COVID,Clothing,21.67,91.0
2017-01-01,2017,2017-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-01-01,2017,2017-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-01-01,2017,2017-01,Pre-COVID,Energy & Fuels,21.56,71.0
2017-01-01,2017,2017-01,Pre-COVID,Food & Drink,64.55,82.0
2017-01-01,2017,2017-01,Pre-COVID,Clothing,62.62,91.0
2017-01-01,2017,2017-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-01-01,2017,2017-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-01-01,2017,2017-01,Pre-COVID,Energy & Fuels,21.56,71.0
2017-02-01,2017,2017-02,Pre-COVID,Food & Drink,26.57,82.0
2017-02-01,2017,2017-02,Pre-COVID,Clothing,26.51,91.0
2017-02-01,2017,2017-02,Pre-COVID,Machinery & Industrial,9.83,78.0
2017-02-01,2017,2017-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-02-01,2017,2017-02,Pre-COVID,Energy & Fuels,21.83,71.0
2017-02-01,2017,2017-02,Pre-COVID,Food & Drink,63.47,82.0
2017-02-01,2017,2017-02,Pre-COVID,Clothing,67.46,91.0
2017-02-01,2017,2017-02,Pre-COVID,Machinery & Industrial,9.83,78.0
2017-02-01,2017,2017-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-02-01,2017,2017-02,Pre-COVID,Energy & Fuels,21.83,71.0
2017-03-01,2017,2017-03,Pre-COVID,Food & Drink,26.33,82.0
2017-03-01,2017,2017-03,Pre-COVID,Clothing,22.64,91.0
2017-03-01,2017,2017-03,Pre-COVID,Machinery & Industrial,10.76,78.0
2017-03-01,2017,2017-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-03-01,2017,2017-03,Pre-COVID,Energy & Fuels,23.67,71.0
2017-03-01,2017,2017-03,Pre-COVID,Food & Drink,63.23,82.0
2017-03-01,2017,2017-03,Pre-COVID,Clothing,63.59,91.0
2017-03-01,2017,2017-03,Pre-COVID,Machinery & Industrial,10.76,78.0
2017-03-01,2017,2017-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-03-01,2017,2017-03,Pre-COVID,Energy & Fuels,23.67,71.0
2017-04-01,2017,2017-04,Pre-COVID,Food & Drink,29.85,82.0
2017-04-01,2017,2017-04,Pre-COVID,Clothing,28.05,91.0
2017-04-01,2017,2017-04,Pre-COVID,Machinery & Industrial,16.76,78.0
2017-04-01,2017,2017-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-04-01,2017,2017-04,Pre-COVID,Energy & Fuels,25.28,71.0
2017-04-01,2017,2017-04,Pre-COVID,Food & Drink,66.75,82.0
2017-04-01,2017,2017-04,Pre-COVID,Clothing,69.0,91.0
2017-04-01,2017,2017-04,Pre-COVID,Machinery & Industrial,16.76,78.0
2017-04-01,2017,2017-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-04-01,2017,2017-04,Pre-COVID,Energy & Fuels,25.28,71.0
2017-05-01,2017,2017-05,Pre-COVID,Food & Drink,65.56,82.0
2017-05-01,2017,2017-05,Pre-COVID,Clothing,65.38,91.0
2017-05-01,2017,2017-05,Pre-COVID,Machinery & Industrial,13.88,78.0
2017-05-01,2017,2017-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-05-01,2017,2017-05,Pre-COVID,Energy & Fuels,24.91,71.0
2017-05-01,2017,2017-05,Pre-COVID,Food & Drink,28.66,82.0
2017-05-01,2017,2017-05,Pre-COVID,Clothing,24.43,91.0
2017-05-01,2017,2017-05,Pre-COVID,Machinery & Industrial,13.88,78.0
2017-05-01,2017,2017-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-05-01,2017,2017-05,Pre-COVID,Energy & Fuels,24.91,71.0
2017-06-01,2017,2017-06,Pre-COVID,Food & Drink,26.53,82.0
2017-06-01,2017,2017-06,Pre-COVID,Clothing,21.48,91.0
2017-06-01,2017,2017-06,Pre-COVID,Machinery & Industrial,11.69,78.0
2017-06-01,2017,2017-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-06-01,2017,2017-06,Pre-COVID,Energy & Fuels,22.04,71.0
2017-06-01,2017,2017-06,Pre-COVID,Food & Drink,63.43,82.0
2017-06-01,2017,2017-06,Pre-COVID,Clothing,62.43,91.0
2017-06-01,2017,2017-06,Pre-COVID,Machinery & Industrial,11.69,78.0
2017-06-01,2017,2017-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-06-01,2017,2017-06,Pre-COVID,Energy & Fuels,22.04,71.0
2017-07-01,2017,2017-07,Pre-COVID,Food & Drink,65.64,82.0
2017-07-01,2017,2017-07,Pre-COVID,Clothing,67.18,91.0
2017-07-01,2017,2017-07,Pre-COVID,Machinery & Industrial,14.93,78.0
2017-07-01,2017,2017-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-07-01,2017,2017-07,Pre-COVID,Energy & Fuels,23.74,71.0
2017-07-01,2017,2017-07,Pre-COVID,Food & Drink,28.74,82.0
2017-07-01,2017,2017-07,Pre-COVID,Clothing,26.23,91.0
2017-07-01,2017,2017-07,Pre-COVID,Machinery & Industrial,14.93,78.0
2017-07-01,2017,2017-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-07-01,2017,2017-07,Pre-COVID,Energy & Fuels,23.74,71.0
2017-08-01,2017,2017-08,Pre-COVID,Food & Drink,63.41,82.0
2017-08-01,2017,2017-08,Pre-COVID,Clothing,68.46,91.0
2017-08-01,2017,2017-08,Pre-COVID,Machinery & Industrial,14.39,78.0
2017-08-01,2017,2017-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-08-01,2017,2017-08,Pre-COVID,Energy & Fuels,23.56,71.0
2017-08-01,2017,2017-08,Pre-COVID,Food & Drink,26.51,82.0
2017-08-01,2017,2017-08,Pre-COVID,Clothing,27.51,91.0
2017-08-01,2017,2017-08,Pre-COVID,Machinery & Industrial,14.39,78.0
2017-08-01,2017,2017-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-08-01,2017,2017-08,Pre-COVID,Energy & Fuels,23.56,71.0
2017-09-01,2017,2017-09,Pre-COVID,Food & Drink,26.54,82.0
2017-09-01,2017,2017-09,Pre-COVID,Clothing,28.57,91.0
2017-09-01,2017,2017-09,Pre-COVID,Machinery & Industrial,10.5,78.0
2017-09-01,2017,2017-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-09-01,2017,2017-09,Pre-COVID,Energy & Fuels,22.7,71.0
2017-09-01,2017,2017-09,Pre-COVID,Food & Drink,63.44,82.0
2017-09-01,2017,2017-09,Pre-COVID,Clothing,69.52,91.0
2017-09-01,2017,2017-09,Pre-COVID,Machinery & Industrial,10.5,78.0
2017-09-01,2017,2017-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-09-01,2017,2017-09,Pre-COVID,Energy & Fuels,22.7,71.0
2017-10-01,2017,2017-10,Pre-COVID,Food & Drink,64.37,82.0
2017-10-01,2017,2017-10,Pre-COVID,Clothing,70.34,91.0
2017-10-01,2017,2017-10,Pre-COVID,Machinery & Industrial,14.64,78.0
2017-10-01,2017,2017-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-10-01,2017,2017-10,Pre-COVID,Energy & Fuels,20.96,71.0
2017-10-01,2017,2017-10,Pre-COVID,Food & Drink,27.47,82.0
2017-10-01,2017,2017-10,Pre-COVID,Clothing,29.39,91.0
2017-10-01,2017,2017-10,Pre-COVID,Machinery & Industrial,14.64,78.0
2017-10-01,2017,2017-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-10-01,2017,2017-10,Pre-COVID,Energy & Fuels,20.96,71.0
2017-11-01,2017,2017-11,Pre-COVID,Food & Drink,29.22,82.0
2017-11-01,2017,2017-11,Pre-COVID,Clothing,23.12,91.0
2017-11-01,2017,2017-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-11-01,2017,2017-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-11-01,2017,2017-11,Pre-COVID,Energy & Fuels,21.79,71.0
2017-11-01,2017,2017-11,Pre-COVID,Food & Drink,66.12,82.0
2017-11-01,2017,2017-11,Pre-COVID,Clothing,64.07,91.0
2017-11-01,2017,2017-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-11-01,2017,2017-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-11-01,2017,2017-11,Pre-COVID,Energy & Fuels,21.79,71.0
2017-12-01,2017,2017-12,Pre-COVID,Food & Drink,59.36,82.0
2017-12-01,2017,2017-12,Pre-COVID,Clothing,64.22,91.0
2017-12-01,2017,2017-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-12-01,2017,2017-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-12-01,2017,2017-12,Pre-COVID,Energy & Fuels,23.96,71.0
2017-12-01,2017,2017-12,Pre-COVID,Food & Drink,22.46,82.0
2017-12-01,2017,2017-12,Pre-COVID,Clothing,23.27,91.0
2017-12-01,2017,2017-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2017-12-01,2017,2017-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2017-12-01,2017,2017-12,Pre-COVID,Energy & Fuels,23.96,71.0
2018-01-01,2018,2018-01,Pre-COVID,Food & Drink,68.13,82.0
2018-01-01,2018,2018-01,Pre-COVID,Clothing,62.95,91.0
2018-01-01,2018,2018-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-01-01,2018,2018-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-01-01,2018,2018-01,Pre-COVID,Energy & Fuels,21.89,71.0
2018-01-01,2018,2018-01,Pre-COVID,Food & Drink,31.23,82.0
2018-01-01,2018,2018-01,Pre-COVID,Clothing,22.0,91.0
2018-01-01,2018,2018-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-01-01,2018,2018-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-01-01,2018,2018-01,Pre-COVID,Energy & Fuels,21.89,71.0
2018-02-01,2018,2018-02,Pre-COVID,Food & Drink,67.71,82.0
2018-02-01,2018,2018-02,Pre-COVID,Clothing,69.99,91.0
2018-02-01,2018,2018-02,Pre-COVID,Machinery & Industrial,13.03,78.0
2018-02-01,2018,2018-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-02-01,2018,2018-02,Pre-COVID,Energy & Fuels,21.46,71.0
2018-02-01,2018,2018-02,Pre-COVID,Food & Drink,30.81,82.0
2018-02-01,2018,2018-02,Pre-COVID,Clothing,29.04,91.0
2018-02-01,2018,2018-02,Pre-COVID,Machinery & Industrial,13.03,78.0
2018-02-01,2018,2018-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-02-01,2018,2018-02,Pre-COVID,Energy & Fuels,21.46,71.0
2018-03-01,2018,2018-03,Pre-COVID,Food & Drink,64.99,82.0
2018-03-01,2018,2018-03,Pre-COVID,Clothing,64.57,91.0
2018-03-01,2018,2018-03,Pre-COVID,Machinery & Industrial,13.09,78.0
2018-03-01,2018,2018-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-03-01,2018,2018-03,Pre-COVID,Energy & Fuels,22.47,71.0
2018-03-01,2018,2018-03,Pre-COVID,Food & Drink,28.09,82.0
2018-03-01,2018,2018-03,Pre-COVID,Clothing,23.62,91.0
2018-03-01,2018,2018-03,Pre-COVID,Machinery & Industrial,13.09,78.0
2018-03-01,2018,2018-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-03-01,2018,2018-03,Pre-COVID,Energy & Fuels,22.47,71.0
2018-04-01,2018,2018-04,Pre-COVID,Food & Drink,30.51,82.0
2018-04-01,2018,2018-04,Pre-COVID,Clothing,26.13,91.0
2018-04-01,2018,2018-04,Pre-COVID,Machinery & Industrial,17.19,78.0
2018-04-01,2018,2018-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-04-01,2018,2018-04,Pre-COVID,Energy & Fuels,23.69,71.0
2018-04-01,2018,2018-04,Pre-COVID,Food & Drink,67.41,82.0
2018-04-01,2018,2018-04,Pre-COVID,Clothing,67.08,91.0
2018-04-01,2018,2018-04,Pre-COVID,Machinery & Industrial,17.19,78.0
2018-04-01,2018,2018-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-04-01,2018,2018-04,Pre-COVID,Energy & Fuels,23.69,71.0
2018-05-01,2018,2018-05,Pre-COVID,Food & Drink,64.36,82.0
2018-05-01,2018,2018-05,Pre-COVID,Clothing,60.92,91.0
2018-05-01,2018,2018-05,Pre-COVID,Machinery & Industrial,12.39,78.0
2018-05-01,2018,2018-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-05-01,2018,2018-05,Pre-COVID,Energy & Fuels,25.13,71.0
2018-05-01,2018,2018-05,Pre-COVID,Food & Drink,27.46,82.0
2018-05-01,2018,2018-05,Pre-COVID,Clothing,19.97,91.0
2018-05-01,2018,2018-05,Pre-COVID,Machinery & Industrial,12.39,78.0
2018-05-01,2018,2018-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-05-01,2018,2018-05,Pre-COVID,Energy & Fuels,25.13,71.0
2018-06-01,2018,2018-06,Pre-COVID,Food & Drink,26.54,82.0
2018-06-01,2018,2018-06,Pre-COVID,Clothing,21.28,91.0
2018-06-01,2018,2018-06,Pre-COVID,Machinery & Industrial,12.79,78.0
2018-06-01,2018,2018-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-06-01,2018,2018-06,Pre-COVID,Energy & Fuels,23.64,71.0
2018-06-01,2018,2018-06,Pre-COVID,Food & Drink,63.44,82.0
2018-06-01,2018,2018-06,Pre-COVID,Clothing,62.23,91.0
2018-06-01,2018,2018-06,Pre-COVID,Machinery & Industrial,12.79,78.0
2018-06-01,2018,2018-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-06-01,2018,2018-06,Pre-COVID,Energy & Fuels,23.64,71.0
2018-07-01,2018,2018-07,Pre-COVID,Food & Drink,28.02,82.0
2018-07-01,2018,2018-07,Pre-COVID,Clothing,23.2,91.0
2018-07-01,2018,2018-07,Pre-COVID,Machinery & Industrial,15.32,78.0
2018-07-01,2018,2018-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-07-01,2018,2018-07,Pre-COVID,Energy & Fuels,26.03,71.0
2018-07-01,2018,2018-07,Pre-COVID,Food & Drink,64.92,82.0
2018-07-01,2018,2018-07,Pre-COVID,Clothing,64.15,91.0
2018-07-01,2018,2018-07,Pre-COVID,Machinery & Industrial,15.32,78.0
2018-07-01,2018,2018-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-07-01,2018,2018-07,Pre-COVID,Energy & Fuels,26.03,71.0
2018-08-01,2018,2018-08,Pre-COVID,Food & Drink,26.86,82.0
2018-08-01,2018,2018-08,Pre-COVID,Clothing,24.95,91.0
2018-08-01,2018,2018-08,Pre-COVID,Machinery & Industrial,17.14,78.0
2018-08-01,2018,2018-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-08-01,2018,2018-08,Pre-COVID,Energy & Fuels,26.86,71.0
2018-08-01,2018,2018-08,Pre-COVID,Food & Drink,63.76,82.0
2018-08-01,2018,2018-08,Pre-COVID,Clothing,65.9,91.0
2018-08-01,2018,2018-08,Pre-COVID,Machinery & Industrial,17.14,78.0
2018-08-01,2018,2018-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-08-01,2018,2018-08,Pre-COVID,Energy & Fuels,26.86,71.0
2018-09-01,2018,2018-09,Pre-COVID,Food & Drink,63.56,82.0
2018-09-01,2018,2018-09,Pre-COVID,Clothing,69.26,91.0
2018-09-01,2018,2018-09,Pre-COVID,Machinery & Industrial,12.96,78.0
2018-09-01,2018,2018-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-09-01,2018,2018-09,Pre-COVID,Energy & Fuels,25.28,71.0
2018-09-01,2018,2018-09,Pre-COVID,Food & Drink,26.66,82.0
2018-09-01,2018,2018-09,Pre-COVID,Clothing,28.31,91.0
2018-09-01,2018,2018-09,Pre-COVID,Machinery & Industrial,12.96,78.0
2018-09-01,2018,2018-09,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-09-01,2018,2018-09,Pre-COVID,Energy & Fuels,25.28,71.0
2018-10-01,2018,2018-10,Pre-COVID,Food & Drink,25.77,82.0
2018-10-01,2018,2018-10,Pre-COVID,Clothing,25.23,91.0
2018-10-01,2018,2018-10,Pre-COVID,Machinery & Industrial,13.49,78.0
2018-10-01,2018,2018-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-10-01,2018,2018-10,Pre-COVID,Energy & Fuels,23.83,71.0
2018-10-01,2018,2018-10,Pre-COVID,Food & Drink,62.67,82.0
2018-10-01,2018,2018-10,Pre-COVID,Clothing,66.18,91.0
2018-10-01,2018,2018-10,Pre-COVID,Machinery & Industrial,13.49,78.0
2018-10-01,2018,2018-10,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-10-01,2018,2018-10,Pre-COVID,Energy & Fuels,23.83,71.0
2018-11-01,2018,2018-11,Pre-COVID,Food & Drink,28.01,82.0
2018-11-01,2018,2018-11,Pre-COVID,Clothing,20.2,91.0
2018-11-01,2018,2018-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-11-01,2018,2018-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-11-01,2018,2018-11,Pre-COVID,Energy & Fuels,21.93,71.0
2018-11-01,2018,2018-11,Pre-COVID,Food & Drink,64.91,82.0
2018-11-01,2018,2018-11,Pre-COVID,Clothing,61.15,91.0
2018-11-01,2018,2018-11,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-11-01,2018,2018-11,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-11-01,2018,2018-11,Pre-COVID,Energy & Fuels,21.93,71.0
2018-12-01,2018,2018-12,Pre-COVID,Food & Drink,21.01,82.0
2018-12-01,2018,2018-12,Pre-COVID,Clothing,21.69,91.0
2018-12-01,2018,2018-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-12-01,2018,2018-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-12-01,2018,2018-12,Pre-COVID,Energy & Fuels,21.95,71.0
2018-12-01,2018,2018-12,Pre-COVID,Food & Drink,57.91,82.0
2018-12-01,2018,2018-12,Pre-COVID,Clothing,62.64,91.0
2018-12-01,2018,2018-12,Pre-COVID,Machinery & Industrial,45.6,78.0
2018-12-01,2018,2018-12,Pre-COVID,Chemicals & Pharma,43.0,65.0
2018-12-01,2018,2018-12,Pre-COVID,Energy & Fuels,21.95,71.0
2019-01-01,2019,2019-01,Pre-COVID,Food & Drink,28.96,82.0
2019-01-01,2019,2019-01,Pre-COVID,Clothing,20.77,91.0
2019-01-01,2019,2019-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-01-01,2019,2019-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-01-01,2019,2019-01,Pre-COVID,Energy & Fuels,19.46,71.0
2019-01-01,2019,2019-01,Pre-COVID,Food & Drink,65.86,82.0
2019-01-01,2019,2019-01,Pre-COVID,Clothing,61.72,91.0
2019-01-01,2019,2019-01,Pre-COVID,Machinery & Industrial,45.6,78.0
2019-01-01,2019,2019-01,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-01-01,2019,2019-01,Pre-COVID,Energy & Fuels,19.46,71.0
2019-02-01,2019,2019-02,Pre-COVID,Food & Drink,64.75,82.0
2019-02-01,2019,2019-02,Pre-COVID,Clothing,67.49,91.0
2019-02-01,2019,2019-02,Pre-COVID,Machinery & Industrial,12.16,78.0
2019-02-01,2019,2019-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-02-01,2019,2019-02,Pre-COVID,Energy & Fuels,18.57,71.0
2019-02-01,2019,2019-02,Pre-COVID,Food & Drink,27.85,82.0
2019-02-01,2019,2019-02,Pre-COVID,Clothing,26.54,91.0
2019-02-01,2019,2019-02,Pre-COVID,Machinery & Industrial,12.16,78.0
2019-02-01,2019,2019-02,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-02-01,2019,2019-02,Pre-COVID,Energy & Fuels,18.57,71.0
2019-03-01,2019,2019-03,Pre-COVID,Food & Drink,62.23,82.0
2019-03-01,2019,2019-03,Pre-COVID,Clothing,61.61,91.0
2019-03-01,2019,2019-03,Pre-COVID,Machinery & Industrial,9.99,78.0
2019-03-01,2019,2019-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-03-01,2019,2019-03,Pre-COVID,Energy & Fuels,20.27,71.0
2019-03-01,2019,2019-03,Pre-COVID,Food & Drink,25.33,82.0
2019-03-01,2019,2019-03,Pre-COVID,Clothing,20.66,91.0
2019-03-01,2019,2019-03,Pre-COVID,Machinery & Industrial,9.99,78.0
2019-03-01,2019,2019-03,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-03-01,2019,2019-03,Pre-COVID,Energy & Fuels,20.27,71.0
2019-04-01,2019,2019-04,Pre-COVID,Food & Drink,29.22,82.0
2019-04-01,2019,2019-04,Pre-COVID,Clothing,26.0,91.0
2019-04-01,2019,2019-04,Pre-COVID,Machinery & Industrial,16.91,78.0
2019-04-01,2019,2019-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-04-01,2019,2019-04,Pre-COVID,Energy & Fuels,23.0,71.0
2019-04-01,2019,2019-04,Pre-COVID,Food & Drink,66.12,82.0
2019-04-01,2019,2019-04,Pre-COVID,Clothing,66.95,91.0
2019-04-01,2019,2019-04,Pre-COVID,Machinery & Industrial,16.91,78.0
2019-04-01,2019,2019-04,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-04-01,2019,2019-04,Pre-COVID,Energy & Fuels,23.0,71.0
2019-05-01,2019,2019-05,Pre-COVID,Food & Drink,65.67,82.0
2019-05-01,2019,2019-05,Pre-COVID,Clothing,64.01,91.0
2019-05-01,2019,2019-05,Pre-COVID,Machinery & Industrial,14.46,78.0
2019-05-01,2019,2019-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-05-01,2019,2019-05,Pre-COVID,Energy & Fuels,23.04,71.0
2019-05-01,2019,2019-05,Pre-COVID,Food & Drink,28.77,82.0
2019-05-01,2019,2019-05,Pre-COVID,Clothing,23.06,91.0
2019-05-01,2019,2019-05,Pre-COVID,Machinery & Industrial,14.46,78.0
2019-05-01,2019,2019-05,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-05-01,2019,2019-05,Pre-COVID,Energy & Fuels,23.04,71.0
2019-06-01,2019,2019-06,Pre-COVID,Food & Drink,29.84,82.0
2019-06-01,2019,2019-06,Pre-COVID,Clothing,23.67,91.0
2019-06-01,2019,2019-06,Pre-COVID,Machinery & Industrial,15.09,78.0
2019-06-01,2019,2019-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-06-01,2019,2019-06,Pre-COVID,Energy & Fuels,22.64,71.0
2019-06-01,2019,2019-06,Pre-COVID,Food & Drink,66.74,82.0
2019-06-01,2019,2019-06,Pre-COVID,Clothing,64.62,91.0
2019-06-01,2019,2019-06,Pre-COVID,Machinery & Industrial,15.09,78.0
2019-06-01,2019,2019-06,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-06-01,2019,2019-06,Pre-COVID,Energy & Fuels,22.64,71.0
2019-07-01,2019,2019-07,Pre-COVID,Food & Drink,28.99,82.0
2019-07-01,2019,2019-07,Pre-COVID,Clothing,26.46,91.0
2019-07-01,2019,2019-07,Pre-COVID,Machinery & Industrial,14.01,78.0
2019-07-01,2019,2019-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-07-01,2019,2019-07,Pre-COVID,Energy & Fuels,24.29,71.0
2019-07-01,2019,2019-07,Pre-COVID,Food & Drink,65.89,82.0
2019-07-01,2019,2019-07,Pre-COVID,Clothing,67.41,91.0
2019-07-01,2019,2019-07,Pre-COVID,Machinery & Industrial,14.01,78.0
2019-07-01,2019,2019-07,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-07-01,2019,2019-07,Pre-COVID,Energy & Fuels,24.29,71.0
2019-08-01,2019,2019-08,Pre-COVID,Food & Drink,28.78,82.0
2019-08-01,2019,2019-08,Pre-COVID,Clothing,28.6,91.0
2019-08-01,2019,2019-08,Pre-COVID,Machinery & Industrial,16.33,78.0
2019-08-01,2019,2019-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-08-01,2019,2019-08,Pre-COVID,Energy & Fuels,25.19,71.0
2019-08-01,2019,2019-08,Pre-COVID,Food & Drink,65.68,82.0
2019-08-01,2019,2019-08,Pre-COVID,Clothing,69.55,91.0
2019-08-01,2019,2019-08,Pre-COVID,Machinery & Industrial,16.33,78.0
2019-08-01,2019,2019-08,Pre-COVID,Chemicals & Pharma,43.0,65.0
2019-08-01,2019,2019-08,Pre-COVID,Energy & Fuels,25.19,71.0
2019-09-01,2019,2019-09,Pre-COVID,Food & Drink,27.63,82.0
2019-09-01,2019,2019-09,Pre-COVID,Clothing,28.4,91.0
2019-09-01,2019,2019-09,Pre-COVID,Machinery & Industrial,8.03,78.0
